date,update_time,alpha,lambda,current_soc_kwh,previous_contract_total_kwh,scenario_count,J_fix_yuan,J_roll_yuan,V_yuan,relative_value_percent,relative_value_reason,fixed_expected_emergency_cost_yuan,fixed_cvar_yuan,roll_adjustment_cost_yuan,roll_expected_emergency_cost_yuan,roll_cvar_yuan,roll_increase_kwh,roll_decrease_kwh,confidence_rho,classification,reconstructed_J_roll_difference,fixed_max_violation,roll_max_violation,fixed_primary_status,fixed_secondary_status,roll_primary_status,roll_secondary_status
2025-02-09,06:00,0.85,0.25,10798.01286111111,56189.82444799947,10,0.4378704308278413,-768.4629026791089,768.9007731099367,175600.06773150834,defined,0.16420146558588358,1.0946758609678309,-768.4629026791089,0.0,0.0,0.36215565518421045,1818.473778871284,0.6518986649382474,positive,0.0,1.0000000000287557e-07,9.999996564147295e-08,optimal,optimal,optimal,optimal
2025-02-09,12:00,0.85,0.25,8071.035553913798,37908.84151095854,10,1.5912084498283856,-699.8100620893536,701.401270539182,44079.785436963284,defined,0.5967032227110532,3.9780209084693294,-699.8100620893536,6.310887241768095e-30,0.0,1.316063368296227,2184.3392496484335,0.7139956059165149,positive,0.0,9.999999983634211e-08,1.0000007932831068e-07,optimal,optimal,optimal,optimal
2025-02-09,18:00,0.85,0.25,10767.603727927324,15112.472593194441,10,22.305238629714488,21.80114135740147,0.5040972723130182,2.2599949755366984,defined,8.364464526903385,55.76309641124442,21.80114135740147,0.0,0.0,18.44831153207531,15.398746906124122,0.5,positive,0.0,1.0000000116860974e-07,1.0000000116860974e-07,optimal,optimal,optimal,optimal
2025-02-10,06:00,0.85,0.25,10166.12341455247,52603.42900323382,11,0.34368486737341775,-2221.285385539967,2221.6290704073404,646414.5737302754,defined,0.12888187799058692,0.8592119575313234,-2221.285385539967,0.0,0.0,0.302668587834205,6211.445603563927,0.632296215923355,positive,0.0,9.999999994736442e-08,9.999985195463523e-08,optimal,optimal,optimal,optimal
2025-02-10,12:00,0.85,0.25,7605.153757887789,33916.16744201309,11,613.2826485330663,317.7774258881466,295.50522264491974,48.184181201237266,defined,265.27631420223537,1392.0253373233236,232.6833375638464,31.910283121612586,212.7352208107505,391.04423645533376,791.7726682287686,0.7122470447481396,positive,0.0,9.999996564147295e-08,1.0000007932831068e-07,optimal,optimal,optimal,optimal
2025-02-10,18:00,0.85,0.25,10800.0,15213.330080236436,11,9.999999999999997e-08,-11.56296237733917,11.56296247733917,,abs(J_fix)<=VALIDATION_TOL,6.451612903225804e-08,1.419354838709677e-07,-11.56296237733917,0.0,0.0,0.0,28.820693294277653,0.5,positive,0.0,9.999999999999997e-08,9.99999993922529e-08,optimal,optimal,optimal,optimal
2025-02-11,06:00,0.85,0.25,9885.878620370371,53801.863376596324,12,0.05398600651924451,-1713.5635435201334,1713.6175295266526,3174188.349930635,defined,0.02024480413395904,0.1349648095411419,-1713.5635435201334,0.0,0.0,0.05186519627159214,4468.022090392041,0.6087291375097827,positive,0.0,1.0000000000287557e-07,1.0000030670198612e-07,optimal,optimal,optimal,optimal
2025-02-11,12:00,0.85,0.25,6734.128055948089,36496.16719769015,12,1.0000000000000002e-07,-696.6548579705568,696.6548580705568,,abs(J_fix)<=VALIDATION_TOL,8.000000000000001e-08,8.000000000000001e-08,-696.6548579705568,0.0,0.0,0.0,1839.0598780526966,0.7061748899852236,positive,0.0,1.0000000000000002e-07,9.999985195463523e-08,optimal,optimal,optimal,optimal
2025-02-11,18:00,0.85,0.25,10800.0,15093.044699103695,12,9.999999999999997e-08,-11.182430956389762,11.182431056389762,,abs(J_fix)<=VALIDATION_TOL,6.666666666666664e-08,1.333333333333333e-07,-11.182430956389762,0.0,0.0,0.0,27.040845675193005,0.5,positive,0.0,9.999999999999997e-08,9.999999761589606e-08,optimal,optimal,optimal,optimal
2025-02-12,06:00,0.85,0.25,10559.814568395064,52919.67178542627,13,0.6407436455639033,-1894.5116570657199,1895.1524007112837,295773.88926633913,defined,0.24027891793002196,1.6018589105355254,-1895.1524006112838,0.2402788295864638,1.6018588639097586,0.0,5185.935897114757,0.6160564084196161,positive,0.0,9.999999983634211e-08,1.0000007932831068e-07,optimal,optimal,optimal,optimal
2025-02-12,12:00,0.85,0.25,7380.463001757216,35071.82279926991,13,3.31783971637568,-505.9463703294758,509.2642100458515,15349.271019100288,defined,1.244189944484438,8.294599087564967,-509.2642099458516,1.244189856140916,8.294599040939438,0.0,1500.0558357537368,0.7216505498964687,positive,0.0,1.0000000028043132e-07,9.999996564147295e-08,optimal,optimal,optimal,optimal
2025-02-12,18:00,0.85,0.25,10630.276942537059,15048.229729244402,13,244.94044314497543,185.0208302246639,59.91961292031152,24.46293153999329,defined,111.68701129478907,533.0137274007454,125.23967782518514,22.41793214980453,149.452880998697,90.51095308224421,0.8439303897703211,0.5,positive,0.0,9.999993721976352e-08,9.999999406318238e-08,optimal,optimal,optimal,optimal
2025-02-13,06:00,0.85,0.25,9718.565923630367,48826.087117528165,14,47.902568862707355,-1477.0177709282805,1524.9203397909878,3183.3790462501775,defined,17.96346337365571,119.7564219562066,-1534.508781752154,21.55912905895259,143.72752705968395,0.0,4378.0712953824,0.6239763911438716,positive,0.0,1.0000000116860974e-07,1.0000007932831068e-07,optimal,optimal,optimal,optimal
2025-02-13,12:00,0.85,0.25,7382.358790438514,32831.08850697009,14,745.4496074139776,525.2092086634431,220.2403987505345,29.544639444450915,defined,294.0424723974914,1805.6285400659447,160.8414452564938,136.63791127760598,910.9194085173731,254.01928332899533,432.92970587011865,0.7152704096105844,positive,0.0,1.0000030670198612e-07,9.999996564147295e-08,optimal,optimal,optimal,optimal
2025-02-13,18:00,0.85,0.25,10728.491955304255,15191.25749254115,14,73.17627166845352,69.93143872985385,3.2448329385996715,4.434269285132939,defined,27.441101930478144,182.94067895190153,12.024969349188568,21.714926017749484,144.76617345166318,8.840588976170238,0.0,0.5,positive,0.0,9.999999406318238e-08,1.0000005090660125e-07,optimal,optimal,optimal,optimal
2025-02-14,06:00,0.85,0.25,8092.51349425786,12021.13133633768,14,190.45749735971845,99.62048313424307,90.83701422547537,47.694113114334826,defined,72.30700514718332,472.60196885014057,-36.79124616737421,51.15439848810648,341.0293232540432,33.46048981931982,375.7658069444444,0.6139351606603018,positive,0.0,9.999999406318238e-08,9.999999406318238e-08,optimal,optimal,optimal,optimal
2025-02-14,12:00,0.85,0.25,6890.33361036897,11678.826019212554,14,449.20705206397275,407.8518242894944,41.35522777447835,9.206273050359156,defined,168.45264458512003,1123.017629915411,165.3542151340378,90.93660343329624,606.2440228886416,133.48673307308235,0.0,0.6610797178699424,positive,0.0,1.0000013617172954e-07,9.999996564147295e-08,optimal,optimal,optimal,optimal
2025-02-14,18:00,0.85,0.25,9893.634998615042,7586.599762532127,14,439.392061538908,320.0659952423195,119.32606629658852,27.157082874612254,defined,196.3540032279172,972.1522332439633,229.6873153748437,33.89200495030342,225.94669966868946,167.0681421165997,0.0,0.5,positive,0.0,1.0000007932831068e-07,1.0000002248489182e-07,optimal,optimal,optimal,optimal
2025-02-15,06:00,0.85,0.25,6380.8618165740745,12507.032048508572,14,163.53147471806665,-164.6155564606932,328.14703117875985,200.6629193214918,defined,67.16853903013579,385.4517427517234,-283.0567922367851,45.82206082344168,290.4766998106008,27.96490432321059,777.3248017921512,0.6534422560226923,positive,0.0,9.999999406318238e-08,1.0000002248489182e-07,optimal,optimal,optimal,optimal
2025-02-15,12:00,0.85,0.25,6527.794023086344,11729.707246716422,14,111.68548345673258,111.6854834567304,2.1884716261411086e-12,1.9594951451223574e-12,defined,41.882056346415155,279.2137084412697,9.999776295899208e-08,41.882056258774746,279.2137083918316,2.4801594706539564e-07,3.061915806621024e-07,0.5906384331605111,numerical_zero,0.0,9.999999406318238e-08,9.999999406318238e-08,optimal,optimal,optimal,optimal
2025-02-15,18:00,0.85,0.25,9863.583771582327,7679.955973930507,14,383.81653817873416,273.0952784721206,110.72125970661358,28.847443685465514,defined,172.5976260354051,844.8756485733163,211.55987560794165,23.075776074067107,153.83850716044734,153.12678890923925,8.526512829121202e-13,0.5,positive,0.0,9.99999087980541e-08,1.0000013617172954e-07,optimal,optimal,optimal,optimal
2025-02-16,06:00,0.85,0.25,10652.093165123453,48837.174187091274,14,57.65557932603174,-709.0008400071467,766.6564193331785,1329.7176583689793,defined,21.62084229740236,144.13894811451752,-766.6564192331783,21.620842209761843,144.13894806507892,0.0,1932.3351062067081,0.6479058734291734,positive,0.0,1.000000082740371e-07,9.999962458095979e-08,optimal,optimal,optimal,optimal
2025-02-16,12:00,0.85,0.25,6002.362415649631,34802.65052181482,14,57.65557932603174,-83.18847279389666,140.8440521199284,244.28520841579106,defined,21.620842297402344,144.13894811451758,-140.84405201992826,21.62084220976185,144.13894806507898,0.0,360.5773166040233,0.5846020608283324,positive,0.0,1.000000082740371e-07,1.0000002248489182e-07,optimal,optimal,optimal,optimal
2025-02-16,18:00,0.85,0.25,10435.74289103174,15070.017171740741,14,737.8229491409811,482.9395574056574,254.8833917353237,34.54533259396101,defined,365.45534119111704,1489.4704317994563,373.2936276557026,41.117223656233065,274.1148243748869,265.3629463811046,0.0,0.5,positive,0.0,1.0000007932831068e-07,1.000001930151484e-07,optimal,optimal,optimal,optimal
2025-02-17,06:00,0.85,0.25,10738.30520833333,48965.57654294621,14,132.85488935282177,-893.3113694535574,1026.1662588063791,772.3963068315813,defined,49.82058356843608,332.13722313754283,-913.6377867275904,7.622406477762362,50.816043185082414,130.5383391882707,2905.3457810337695,0.6703462412443004,positive,0.0,9.999996564147295e-08,1.000001930151484e-07,optimal,optimal,optimal,optimal
2025-02-17,12:00,0.85,0.25,8722.923450187389,34227.97091559175,14,19.418460045780723,-788.8111754632341,808.2296355090149,4162.171632578189,defined,7.281922567306232,48.54614991389796,-825.1808803723038,13.638639340901133,90.9242622726742,7.070219680826995e-07,2939.181203097621,0.5739117568211114,positive,0.0,1.0000000116860974e-07,1.0000030670198612e-07,optimal,optimal,optimal,optimal
2025-02-17,18:00,0.85,0.25,10529.040054464012,15387.313187267422,14,349.93670348522744,241.61798953747268,108.31871394775476,30.953801893012184,defined,163.27794977575633,746.6350148378843,185.812279457729,20.927141279903886,139.51427519935922,135.14252581064238,0.0,0.5,positive,0.0,1.0000002248489182e-07,9.999996564147295e-08,optimal,optimal,optimal,optimal
2025-02-18,06:00,0.85,0.25,9877.086111111112,40549.23490724829,14,3770.5429876881008,2169.4136705601472,1601.1293171279535,42.46415761220858,defined,2055.9306720643385,6858.449262495048,1802.670894263769,137.5285411111419,916.8569407409458,2535.848899919297,0.0,0.7300710487666738,positive,0.0,1.0000030670198612e-07,9.999939720728435e-08,optimal,optimal,optimal,optimal
2025-02-18,12:00,0.85,0.25,7507.8255903751215,31870.35576631945,14,14.676647607731057,12.68004067028866,1.9966069374423974,13.603971361897841,defined,5.503742914028237,36.69161877481128,-27.794598393919,15.177989649077874,101.18659766051914,9.073458500097331e-07,67.20976817335517,0.5798435495271779,positive,0.0,1.0000000116860974e-07,9.999982175656896e-08,optimal,optimal,optimal,optimal
2025-02-18,18:00,0.85,0.25,10329.440432794116,15270.05978998847,14,1299.6410892145093,595.9812438187937,703.6598453957156,54.14262839450551,defined,824.6283213764493,1900.0510713522397,542.8231435604654,19.934287596873162,132.89525064582105,343.97731480697394,0.0,0.5,positive,0.0,1.0000030670198612e-07,9.999985195463523e-08,optimal,optimal,optimal,optimal
2025-02-19,06:00,0.85,0.25,9200.315771738216,44455.13658669342,14,202.86939048034165,-91.000158321346,293.86954880168764,144.85652473538832,defined,78.22143784924488,498.5918105243871,-258.34510482762545,62.75435493985479,418.36236626569854,25.295314367197648,828.2879373813074,0.7097006428897662,positive,0.0,9.999996564147295e-08,9.999997985232767e-08,optimal,optimal,optimal,optimal
2025-02-19,12:00,0.85,0.25,6036.612471943142,32688.896488211307,14,2698.3255059056564,1763.3145452587044,935.0109606469521,34.65152586671074,defined,1378.6701433546398,5278.6214502040675,1182.821469295551,217.68490348618258,1451.2326899078835,1233.7214819331316,1.9061858552940976,0.5568894837691477,positive,0.0,1.0000121619668789e-07,1.0000007932831068e-07,optimal,optimal,optimal,optimal
2025-02-19,18:00,0.85,0.25,10528.47779420108,15327.114116,14,209.62375200912598,160.70474976255275,48.91900224657323,23.336574113244353,defined,88.52097217648895,484.4111193305481,111.06671853976115,18.614261708546845,124.09507805697895,158.04547213569307,0.0,0.5,positive,0.0,1.0000002248489182e-07,9.999996564147295e-08,optimal,optimal,optimal,optimal
2025-02-20,06:00,0.85,0.25,9616.029424129316,47890.72304731665,14,1643.049700151484,574.6221707837823,1068.427529367702,65.02709743163558,defined,820.0590126338546,3291.9627500705174,236.7283489267921,126.71018319637132,844.7345546424754,614.979522516854,1559.3856996145137,0.6941123663921002,positive,0.0,1.0000007932831068e-07,9.999996564147295e-08,optimal,optimal,optimal,optimal
2025-02-20,12:00,0.85,0.25,6939.060724339538,34060.722057329214,14,32.172552948604185,-259.27758993233954,291.4501428809437,905.8968473734018,defined,12.064707416858186,80.43138212698399,-281.3230454812764,8.267045830851334,55.11363887234222,8.8354401035715,874.0354588667736,0.5773763433242316,positive,0.0,1.000000082740371e-07,9.999996564147295e-08,optimal,optimal,optimal,optimal
2025-02-20,18:00,0.85,0.25,10549.467298297113,15297.276175351291,14,393.4739347548357,262.3364670463808,131.1374677084549,33.32812065179452,defined,194.52404595747217,795.799555189454,182.62822001392428,29.890592637171192,199.27061758114124,123.3432751087991,0.0,0.5,positive,0.0,9.999996564147295e-08,9.999996564147295e-08,optimal,optimal,optimal,optimal
2025-02-21,06:00,0.85,0.25,6551.2348503458725,11322.458308167226,14,469.12109312918363,316.7351332322917,152.38595989689196,32.4832888839916,defined,250.4453106672199,874.7031298478549,231.68977296115767,38.22625116568303,187.27643642180396,231.48133240449783,18.10864287362284,0.6807243089816691,positive,0.0,1.0000013617172954e-07,1.0000007932831068e-07,optimal,optimal,optimal,optimal
2025-02-21,12:00,0.85,0.25,7949.572741920287,11319.07980061446,14,200.72756843948613,161.91010295470468,38.81746548478145,19.33838275756519,defined,97.69375239486658,412.1352641784782,92.65334535139176,31.67842615248993,150.31332580329195,68.001712981016,11.783202095091987,0.6081860077554624,positive,0.0,9.999999406318238e-08,9.999993721976352e-08,optimal,optimal,optimal,optimal
2025-02-21,18:00,0.85,0.25,9770.923712962964,7982.844984999999,14,749.0335245821708,403.38238769804695,345.65113688412384,46.14628391658925,defined,437.33653309795375,1246.7879659368682,323.362009521151,30.007641816336008,200.05094544224002,191.96456132665367,0.0,0.5,positive,0.0,9.999996564147295e-08,9.999996564147295e-08,optimal,optimal,optimal,optimal
2025-02-22,06:00,0.85,0.25,6080.08437787037,12363.523823730355,14,567.6131185105562,392.2956724056013,175.3174461049549,30.88678545080075,defined,291.6544742225861,1103.8345771518807,236.50839250528782,69.12612622038664,346.6446147197072,226.11043834197687,69.70240546235016,0.6548405726401891,positive,0.0,9.999996564147295e-08,9.999996564147295e-08,optimal,optimal,optimal,optimal
2025-02-22,12:00,0.85,0.25,7053.719628894807,12385.627006271716,14,3.34505966903442,-65.3570012203134,68.70206088934782,2053.8366333291524,defined,1.2543974370179438,8.362648928065905,-66.49382119574493,0.4263074907868215,2.8420499385788096,1.9347898825035372,191.60361572900985,0.6266667170020838,positive,0.0,9.999999983634211e-08,1.0000002248489182e-07,optimal,optimal,optimal,optimal
2025-02-22,18:00,0.85,0.25,9822.526201055263,8091.500834170909,14,1151.373879948592,526.8565081226235,624.5173718259686,54.241057809462625,defined,732.70098094808,1674.6915960020485,466.5095386582858,22.630113549126616,150.86742366084405,291.20907535193817,0.0,0.5,positive,0.0,9.999985195463523e-08,9.999996564147295e-08,optimal,optimal,optimal,optimal
2025-02-23,06:00,0.85,0.25,9699.2041037037,46850.05340270081,14,1007.6495444701491,821.522183857661,186.12736061248802,18.4714379750312,defined,467.765611133243,2159.5357333476245,386.1954939115824,172.95455347758778,1049.4885458739634,334.9339353245459,137.68192966084416,0.642413030745127,positive,0.0,1.0000007932831068e-07,1.0000007932831068e-07,optimal,optimal,optimal,optimal
2025-02-23,12:00,0.85,0.25,6271.405019519596,35516.98266603182,14,52.60371629886848,-369.38312100568953,421.986837304558,802.199667618607,defined,19.72639366221609,131.50929054660955,-421.98683720455807,19.726393574575713,131.5092904971714,0.0,1214.7201055891778,0.644139191617846,positive,0.0,1.000000082740371e-07,9.999996564147295e-08,optimal,optimal,optimal,optimal
2025-02-23,18:00,0.85,0.25,10710.910839094093,15301.68810922496,14,167.5380497105946,144.7816609966495,22.756388713945114,13.582818203539148,defined,65.77632008095831,407.04691851854517,69.74548081033532,28.13856756986782,187.59045046578544,47.69192259309398,0.0,0.5,positive,0.0,9.999999406318238e-08,9.999993721976352e-08,optimal,optimal,optimal,optimal
2025-02-24,06:00,0.85,0.25,9959.559259259258,43162.92765364547,14,516.9605884625732,505.55817862827035,11.402409834302887,2.205663272748382,defined,193.86022072360444,1292.4014709558753,-60.70658403147151,212.34928599740326,1415.6619066493545,0.0,138.2489275175484,0.6201905997217892,positive,0.0,9.999996564147295e-08,1.0000013617172954e-07,optimal,optimal,optimal,optimal
2025-02-24,12:00,0.85,0.25,6881.392087408959,33500.2034107201,14,51.88304661177813,-219.87088851967644,271.75393513145457,523.7817608609031,defined,19.456142529557248,129.70761632888352,-271.75393503145466,19.456142441916832,129.70761627944552,0.0,673.2233398885422,0.6697042553529229,positive,0.0,1.000000082740371e-07,9.999996564147295e-08,optimal,optimal,optimal,optimal
2025-02-24,18:00,0.85,0.25,10589.758648528123,15490.590981378598,14,692.0988540466975,370.164470628227,321.93438341847053,46.51566485569544,defined,411.9059895493674,1120.7714579893204,291.3484554640381,29.556005686570835,197.04003791047214,158.90548054022224,0.0,0.5,positive,0.0,1.000001930151484e-07,1.0000002248489182e-07,optimal,optimal,optimal,optimal
2025-02-25,06:00,0.85,0.25,9770.390997222215,46266.98207217524,14,526.465903634211,63.21973477674979,463.24616885746127,87.99167536960287,defined,216.76982405219402,1238.7843183280681,-311.82302295234064,140.78206048658393,937.042788970026,77.6539288282853,1026.77898368645,0.5659958479968336,positive,0.0,9.999996564147295e-08,9.999999406318238e-08,optimal,optimal,optimal,optimal
2025-02-25,12:00,0.85,0.25,8339.070274154326,33953.41065351167,14,52.8061988717148,-895.1001867935491,947.906385665264,1795.0664996131775,defined,19.802324631700426,132.0154969600575,-947.5363658352239,19.66356714062803,131.09044760418683,0.5078994302191404,3307.7687389833377,0.6663253470070647,positive,0.0,1.000000082740371e-07,9.999996564147295e-08,optimal,optimal,optimal,optimal
