date,slot,price_yuan_per_kwh,soc_day_start_kwh,x_plan_kwh,y_plan_kwh,q_plan_kwh,z_plan_kwh,soc_plan_end_kwh,soc_plan_start_kwh,grid_purchase_plan_kwh,pv_forecast_kwh,risk_adjusted_net_load_kwh,planned_cost_slot_yuan,price_forecast_yuan_per_kwh,price_real_yuan_per_kwh,settled_plan_cost_yuan,primary_status,secondary_status,max_constraint_violation
2025-02-01,19,0.42360000000000003,6000.0,0.0,542.1431458333334,0.0,0.0,10800.0,10800.0,542.1431458333334,0.0,542.1431458333334,229.65183657500003,0.42360000000000003,0.3815,206.8276101354167,optimal,optimal,1.00000761449337e-07
2025-02-01,20,0.42375,6000.0,0.0,531.2819833333332,0.0,0.0,10800.0,10800.0,531.2819833333332,0.0,531.2819833333332,225.13074043749995,0.42375,0.3822,203.05597402999993,optimal,optimal,1.00000761449337e-07
2025-02-01,21,0.407575,6000.0,0.0,522.6004166666665,0.0,0.0,10800.0,10800.0,522.6004166666665,0.0,522.6004166666665,212.99886482291663,0.407575,0.3962,207.0542850833333,optimal,optimal,1.00000761449337e-07
2025-02-01,22,0.40440000000000004,6000.0,0.0,496.7915916666667,0.0,0.0,10800.0,10800.0,496.7915916666667,0.0,496.7915916666667,200.90251967000003,0.40440000000000004,0.3879,192.70545840750003,optimal,optimal,1.00000761449337e-07
2025-02-01,23,0.405875,6000.0,0.0,505.16741666666655,0.0,0.0,10800.0,10800.0,505.16741666666655,0.0,505.16741666666655,205.03482523958328,0.405875,0.3405,172.00950537499997,optimal,optimal,1.00000761449337e-07
2025-02-01,24,0.40325,6000.0,0.0,547.8295833333333,0.0,0.0,10800.0,10800.0,547.8295833333333,0.0,547.8295833333333,220.91227947916664,0.40325,0.3164,173.33328016666667,optimal,optimal,1.00000761449337e-07
2025-02-01,25,0.39895,6000.0,0.0,538.1678999999999,0.0,0.0,10800.0,10800.0,538.1678999999999,0.0,538.1678999999999,214.70208370499998,0.39895,0.3916,210.74654963999998,optimal,optimal,1.00000761449337e-07
2025-02-01,26,0.4023,6000.0,0.0,531.4535416666666,0.0,0.0,10800.0,10800.0,531.4535416666666,0.0,531.4535416666666,213.80375981249998,0.4023,0.4109,218.3742602708333,optimal,optimal,1.00000761449337e-07
2025-02-01,27,0.401875,6000.0,0.0,545.7483333333332,0.0,0.0,10800.0,10800.0,545.7483333333332,0.0,545.7483333333332,219.32261145833328,0.401875,0.361,197.0151483333333,optimal,optimal,1.00000761449337e-07
2025-02-01,28,0.382625,6000.0,0.0,566.4918833333334,0.0,0.0,10800.0,10800.0,566.4918833333334,0.0,566.4918833333334,216.75395686041668,0.382625,0.3799,215.21026647833335,optimal,optimal,1.00000761449337e-07
2025-02-01,29,0.40059999999999996,6000.0,0.0,529.1632391666666,0.0,0.0,10800.0,10800.0,529.1632391666666,0.0002533333333333334,529.1632391666666,211.98279361016662,0.40059999999999996,0.4094,216.6394301148333,optimal,optimal,1.00000761449337e-07
2025-02-01,30,0.43737499999999996,6000.0,0.0,501.12374999999986,0.0,0.0,10800.0,10800.0,501.12374999999986,0.0,501.12374999999986,219.1790001562499,0.43737499999999996,0.4052,203.05534349999994,optimal,optimal,1.00000761449337e-07
2025-02-01,31,0.4205,6000.0,0.0,534.9952666666667,0.0,0.0,10800.0,10800.0,534.9952666666667,0.0,534.9952666666667,224.96550963333334,0.4205,0.3896,208.43415589333333,optimal,optimal,1.00000761449337e-07
2025-02-01,32,0.4263,6000.0,0.0,573.0379316666667,0.0,0.0,10800.0,10800.0,573.0379316666667,0.0035733333333333333,573.0379316666667,244.28607026950004,0.4263,0.3908,223.94322369533336,optimal,optimal,1.00000761449337e-07
2025-02-01,33,0.4378,6000.0,0.0,581.1700000000001,0.0,0.0,10800.0,10800.0,581.1700000000001,0.0,581.1700000000001,254.43622600000003,0.4378,0.3821,222.06505700000002,optimal,optimal,1.00000761449337e-07
2025-02-01,34,0.39239999999999997,6000.0,0.0,564.3407583333334,0.0,0.0,10800.0,10800.0,564.3407583333334,0.0,564.3407583333334,221.44731357,0.39239999999999997,0.3475,196.10841352083332,optimal,optimal,1.00000761449337e-07
2025-02-01,35,0.5525249999999999,6000.0,0.0,5.040504516984921e-06,0.0,577.0837616261622,10158.795820415377,10800.0,5.040504516984921e-06,0.049729999999999996,577.0837666666667,2.785004758247093e-06,0.5525249999999999,0.5182,2.611989440701586e-06,optimal,optimal,1.00000761449337e-07
2025-02-01,36,0.832625,6000.0,0.0,0.0,0.0,557.8741666666668,9538.935635230191,10158.795820415377,0.0,0.0,557.8741666666668,0.0,0.832625,0.8102,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,37,0.8595499999999999,6000.0,0.0,0.0,0.0,561.9380791666666,8914.559991711672,9538.935635230191,0.0,0.0,561.9380791666666,0.0,0.8595499999999999,0.8756,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,38,0.8214,6000.0,0.0,0.0,0.0,567.5555283333333,8283.942738007969,8914.559991711672,0.0,0.69269,567.5555283333333,0.0,0.8214,0.818,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,39,0.83495,6000.0,0.0,0.0,0.0,560.5758333333334,7661.0807009709315,8283.942738007969,0.0,0.0,560.5758333333334,0.0,0.83495,0.7708,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,40,0.829625,6000.0,0.0,0.0,0.0,569.0490916666666,7028.8039324524125,7661.0807009709315,0.0,0.0,569.0490916666666,0.0,0.829625,0.7715,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,41,0.845525,6000.0,0.0,0.0,0.0,590.2069066666668,6373.01848060056,7028.8039324524125,0.0,11.580259999999999,590.2069066666668,0.0,0.845525,0.8181,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,42,0.8755999999999999,6000.0,0.0,0.0,0.0,591.8787500000002,5715.375425045004,6373.01848060056,0.0,49.65375,591.8787500000002,0.0,0.8755999999999999,0.8678,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,43,0.8623999999999999,6000.0,0.0,0.0,0.0,566.9508758333333,5085.430007452413,5715.375425045004,0.0,92.8485233333333,566.9508758333333,0.0,0.8623999999999999,0.864,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,44,0.853225,6000.0,0.0,0.0,0.0,496.0156675000002,4534.301488007968,5085.430007452413,0.0,138.4142733333333,496.0156675000002,0.0,0.853225,0.8237,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,45,0.8352,6000.0,0.0,0.0,0.0,413.80041666666676,4074.5232472672274,4534.301488007968,0.0,186.20749999999998,413.80041666666676,0.0,0.8352,0.7654,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,46,0.7746999999999999,6000.0,0.0,0.0,0.0,398.6447708333333,3631.584613007968,4074.5232472672274,0.0,234.7996133333333,398.6447708333333,0.0,0.7746999999999999,0.7258,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,47,0.8875249999999999,6000.0,0.0,0.0,0.0,356.8939250000002,3235.0358074524124,3631.584613007968,0.0,283.17373,356.8939250000002,0.0,0.8875249999999999,0.8697,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,48,1.09815,6000.0,0.0,0.0,0.0,296.37916666666655,2905.725622267227,3235.0358074524124,0.0,332.0675,296.37916666666655,0.0,1.09815,1.0783,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,49,1.09375,6000.0,0.0,0.0,0.0,253.09744166666667,2624.5062426375976,2905.725622267227,0.0,382.5945133333333,253.09744166666667,0.0,1.09375,1.0448,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,50,1.022925,6000.0,0.0,0.0,0.0,229.93623000000008,2369.0215426375976,2624.5062426375976,0.0,431.1187099999999,229.93623000000008,0.0,1.022925,0.9667,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,51,0.99785,6000.0,0.0,0.0,0.0,199.63583333333332,2147.203950045005,2369.0215426375976,0.0,479.46999999999997,199.63583333333332,0.0,0.99785,0.9429,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,52,0.9844999999999999,6000.0,0.0,0.0,0.0,158.73848583333302,1970.827854674635,2147.203950045005,0.0,532.85555,158.73848583333302,0.0,0.9844999999999999,0.893,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,53,0.986775,6000.0,0.0,0.0,0.0,126.12052416666654,1830.6939389338945,1970.827854674635,0.0,583.5973366666667,126.12052416666654,0.0,0.986775,0.9266,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,54,1.00265,6000.0,0.0,0.0,0.0,122.82208333333358,1694.2249574524126,1830.6939389338945,0.0,627.3474999999999,122.82208333333358,0.0,1.00265,0.9995,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,55,1.01095,6000.0,0.0,0.0,0.0,124.72081333333324,1555.6462759709311,1694.2249574524126,0.0,668.3014566666667,124.72081333333324,0.0,1.01095,0.9415,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,56,0.9839,6000.0,0.0,0.0,0.0,66.54699749999997,1481.7051676375975,1555.6462759709311,0.0,717.41919,66.54699749999997,0.0,0.9839,0.8825,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,57,0.929825,6000.0,0.0,0.0,8.598749999999768,0.0,1489.4440426375972,1481.7051676375975,0.0,766.5849999999998,-8.598749999999768,0.0,0.929825,0.8929,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,58,0.904075,6000.0,0.0,0.0,14.235165833333326,0.0,1502.2556918875973,1489.4440426375972,0.0,798.2844699999998,-14.235165833333326,0.0,0.904075,0.9059,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,59,0.993675,6000.0,0.0,0.0,46.60488999999984,0.0,1544.200092887597,1502.2556918875973,0.0,838.6385433333332,-46.60488999999984,0.0,0.993675,0.8581,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,60,1.12485,6000.0,0.0,0.0,103.19708333333358,0.0,1637.0774678875973,1544.200092887597,0.0,889.7387500000001,-103.19708333333358,0.0,1.12485,0.8084,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,61,1.1213000000000002,6000.0,0.0,0.0,126.55089416666681,0.0,1750.9732726375973,1637.0774678875973,0.0,927.1767266666666,-126.55089416666681,0.0,1.1213000000000002,0.8605,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,62,1.0680749999999999,6000.0,0.0,0.0,178.78822083333353,0.0,1911.8826713875974,1750.9732726375973,0.0,960.2729533333334,-178.78822083333353,0.0,1.0680749999999999,0.8292,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,63,1.0719249999999998,6000.0,0.0,0.0,200.6674999999999,0.0,2092.4834213875974,1911.8826713875974,0.0,985.9099999999999,-200.6674999999999,0.0,1.0719249999999998,0.7446,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,64,1.1129,6000.0,0.0,0.0,224.71036416666675,0.0,2294.7227491375975,2092.4834213875974,0.0,990.1014666666666,-224.71036416666675,0.0,1.1129,0.7982,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,65,0.868825,6000.0,0.0,0.0,238.9514566666669,0.0,2509.7790601375978,2294.7227491375975,0.0,999.1384933333333,-238.9514566666669,0.0,0.868825,0.6917,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,66,0.47502500000000003,6000.0,0.0,0.0,273.4312500000002,0.0,2755.867185137598,2509.7790601375978,0.0,1020.6599999999999,-273.4312500000002,0.0,0.47502500000000003,0.438,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,67,0.41845,6000.0,574.8995983333335,0.0,258.43373499999984,0.0,3505.867185137598,2755.867185137598,574.8995983333335,1036.4878033333332,-258.43373499999984,240.5667369225834,0.41845,0.3671,211.04564254816674,optimal,optimal,1.00000761449337e-07
2025-02-01,68,0.47402500000000003,6000.0,0.0,0.0,274.2664275000002,0.0,3752.706969887598,3505.867185137598,0.0,1041.50048,-274.2664275000002,0.0,0.47402500000000003,0.3419,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,69,0.463925,6000.0,0.0,0.0,333.2279166666666,0.0,4052.6120948875982,3752.706969887598,0.0,1045.6325,-333.2279166666666,0.0,0.463925,0.308,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,70,0.438125,6000.0,0.0,0.0,364.3439008333338,0.0,4380.521605637598,4052.6120948875982,0.0,1062.0360400000002,-364.3439008333338,0.0,0.438125,0.3563,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,71,0.43147499999999994,6000.0,86.71945651378182,0.0,393.1563608333331,0.0,4812.4098412500025,4380.521605637598,86.71945651378182,1071.6553233333332,-393.1563608333331,37.417277499284005,0.43147499999999994,0.3499,30.343137834172257,optimal,optimal,1.00000761449337e-07
2025-02-01,72,0.440075,6000.0,0.0,0.0,354.7449999999999,0.0,5131.680341250002,4812.4098412500025,0.0,1065.8075,-354.7449999999999,0.0,0.440075,0.2979,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,73,0.43562499999999993,6000.0,0.0,0.0,315.0930116666668,0.0,5415.264051750002,5131.680341250002,0.0,1054.96834,-315.0930116666668,0.0,0.43562499999999993,0.3528,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,74,0.422325,6000.0,524.3318050000001,0.0,309.0015283333332,0.0,6165.264051750002,5415.264051750002,524.3318050000001,1051.3831933333333,-309.0015283333332,221.43842954662506,0.422325,0.4214,220.95342262700007,optimal,optimal,1.00000761449337e-07
2025-02-01,75,0.3998,6000.0,439.2316666666667,0.0,394.1016666666667,0.0,6915.264051750002,6165.264051750002,439.2316666666667,1052.49875,-394.1016666666667,175.60482033333332,0.3998,0.4077,179.07475050000002,optimal,optimal,1.00000761449337e-07
2025-02-01,76,0.38744999999999996,6000.0,414.2322025000002,0.0,419.1011308333332,0.0,7665.264051750002,6915.264051750002,414.2322025000002,1043.956333333333,-419.1011308333332,160.49426685862505,0.38744999999999996,0.3359,139.14059681975004,optimal,optimal,1.00000761449337e-07
2025-02-01,77,0.5241,6000.0,0.0,0.0,368.4493799999999,0.0,7996.868493750002,7665.264051750002,0.0,1024.8193766666668,-368.4493799999999,0.0,0.5241,0.4541,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,78,0.735825,6000.0,0.0,0.0,311.44791666666674,0.0,8277.171618750002,7996.868493750002,0.0,1008.93,-311.44791666666674,0.0,0.735825,0.6884,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,79,0.78915,6000.0,0.0,0.0,325.4957599999999,0.0,8570.117802750003,8277.171618750002,0.0,1009.4629199999999,-325.4957599999999,0.0,0.78915,0.7168,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,80,0.778675,6000.0,0.0,0.0,330.0680633333335,0.0,8867.179059750002,8570.117802750003,0.0,993.9141400000001,-330.0680633333335,0.0,0.778675,0.7194,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,81,0.7800250000000001,6000.0,0.0,0.0,308.5687499999999,0.0,9144.890934750001,8867.179059750002,0.0,964.25,-308.5687499999999,0.0,0.7800250000000001,0.7375,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,82,0.787,6000.0,0.0,0.0,321.97911333333343,0.0,9434.672136750001,9144.890934750001,0.0,953.2581933333333,-321.97911333333343,0.0,0.787,0.6413,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,83,0.875525,6000.0,0.0,0.0,274.70704083333317,0.0,9681.908473500001,9434.672136750001,0.0,934.3816866666666,-274.70704083333317,0.0,0.875525,0.6761,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,84,1.0202,6000.0,0.0,0.0,232.9358333333331,0.0,9891.5507235,9681.908473500001,0.0,898.13375,-232.9358333333331,0.0,1.0202,0.8225,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,85,1.098975,6000.0,0.0,0.0,260.4520641666667,0.0,10125.95758125,9891.5507235,0.0,862.1088233333332,-260.4520641666667,0.0,1.098975,0.8111,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,86,1.099975,6000.0,0.0,0.0,268.50935500000014,0.0,10367.61600075,10125.95758125,0.0,822.8484066666666,-268.50935500000014,0.0,1.099975,0.8061,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,87,1.11775,6000.0,0.0,0.0,224.56124999999975,0.0,10569.72112575,10367.61600075,0.0,777.4374999999999,-224.56124999999975,0.0,1.11775,0.8727,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,88,1.207325,6000.0,0.0,0.0,130.21182583333314,0.0,10686.911769,10569.72112575,0.0,729.6883233333332,-130.21182583333314,0.0,1.207325,0.8717,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,89,0.9833,6000.0,0.0,0.0,53.91275666666672,0.0,10735.43325,10686.911769,0.0,685.3790899999999,-53.91275666666672,0.0,0.9833,0.7054,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,90,0.580375,6000.0,0.0,0.0,71.74083333333317,0.0,10800.0,10735.43325,0.0,644.0899999999999,-71.74083333333317,0.0,0.580375,0.5147,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,91,0.55465,6000.0,0.0,12.023959999999988,0.0,0.0,10800.0,10800.0,12.023959999999988,600.7813699999999,12.023959999999988,6.669089413999993,0.55465,0.5575,6.7033576999999935,optimal,optimal,1.00000761449337e-07
2025-02-01,92,0.6375500000000001,6000.0,0.0,95.5249483333331,0.0,0.0,10800.0,10800.0,95.5249483333331,558.1075666666667,95.5249483333331,60.90193080991652,0.6375500000000001,0.6606,63.10378086899984,optimal,optimal,1.00000761449337e-07
2025-02-01,93,0.6529250000000001,6000.0,0.0,118.53250000000008,0.0,0.0,10800.0,10800.0,118.53250000000008,513.58875,118.53250000000008,77.39283256250006,0.6529250000000001,0.688,81.55036000000005,optimal,optimal,1.00000761449337e-07
2025-02-01,94,0.69275,6000.0,0.0,148.26675999999998,0.0,0.0,10800.0,10800.0,148.26675999999998,460.82796999999994,148.26675999999998,102.71179798999998,0.69275,0.6617,98.10811509199998,optimal,optimal,1.00000761449337e-07
2025-02-01,95,0.70495,6000.0,0.0,182.3270316666667,0.0,0.0,10800.0,10800.0,182.3270316666667,406.02832333333333,182.3270316666667,128.5314409734167,0.70495,0.6465,117.87442597250002,optimal,optimal,1.00000761449337e-07
2025-02-01,96,0.6949749999999999,6000.0,0.0,210.9174999999999,0.0,0.0,10800.0,10800.0,210.9174999999999,352.85749999999996,210.9174999999999,146.5823895624999,0.6949749999999999,0.6667,140.61869724999994,optimal,optimal,1.00000761449337e-07
2025-02-01,97,0.7367250000000001,6000.0,0.0,284.9948166666666,0.0,0.0,10800.0,10800.0,284.9948166666666,299.8116433333333,284.9948166666666,209.96280630874998,0.7367250000000001,0.6956,198.2423944733333,optimal,optimal,1.00000761449337e-07
2025-02-01,98,0.791225,6000.0,0.0,330.4023699999998,0.0,0.0,10800.0,10800.0,330.4023699999998,247.67907333333332,330.4023699999998,261.42261520324985,0.791225,0.7032,232.33894658399987,optimal,optimal,1.00000761449337e-07
2025-02-01,99,0.8199749999999999,6000.0,0.0,432.24583333333334,0.0,0.0,10800.0,10800.0,432.24583333333334,196.13375,432.24583333333334,354.4307771875,0.8199749999999999,0.7041,304.34429124999997,optimal,optimal,1.00000761449337e-07
2025-02-01,100,0.8186249999999999,6000.0,0.0,437.60211166666664,0.0,0.0,10800.0,10800.0,437.60211166666664,144.29698333333332,437.60211166666664,358.23202866312494,0.8186249999999999,0.7357,321.94387355316667,optimal,optimal,1.00000761449337e-07
2025-02-01,101,0.800025,6000.0,0.0,421.5644741666666,0.0,0.0,10800.0,10800.0,421.5644741666666,95.89314666666667,421.5644741666666,337.26211844518747,0.800025,0.7466,314.7400364128333,optimal,optimal,1.00000761449337e-07
2025-02-01,102,0.77535,6000.0,0.0,424.95875,0.0,0.0,10800.0,10800.0,424.95875,51.510000000000005,424.95875,329.4917668125,0.77535,0.7383,313.747045125,optimal,optimal,1.00000761449337e-07
2025-02-01,103,0.758575,6000.0,0.0,463.49253166666654,0.0,0.0,10800.0,10800.0,463.49253166666654,12.085016666666666,463.49253166666654,351.59384720904154,0.758575,0.7642,354.2009926996666,optimal,optimal,1.00000761449337e-07
2025-02-01,104,0.7931999999999999,6000.0,0.0,497.61443749999995,0.0,0.0,10800.0,10800.0,497.61443749999995,0.0,497.61443749999995,394.7077718249999,0.7931999999999999,0.787,391.62256231249995,optimal,optimal,1.00000761449337e-07
2025-02-01,105,0.818125,6000.0,0.0,498.18999999999994,0.0,0.0,10800.0,10800.0,498.18999999999994,0.0,498.18999999999994,407.58169374999994,0.818125,0.775,386.09725,optimal,optimal,1.00000761449337e-07
2025-02-01,106,0.7574500000000001,6000.0,0.0,471.9776883333332,0.0,0.0,10800.0,10800.0,471.9776883333332,0.72306,471.9776883333332,357.4995000280833,0.7574500000000001,0.7557,356.6735390734999,optimal,optimal,1.00000761449337e-07
2025-02-01,107,0.903375,6000.0,0.0,474.49209166666657,0.0,0.0,10800.0,10800.0,474.49209166666657,0.0,474.49209166666657,428.6442933093749,0.903375,0.8692,412.42852607666657,optimal,optimal,1.00000761449337e-07
2025-02-01,108,1.17075,6000.0,0.0,0.0,0.0,490.9816666666666,10254.464814814815,10800.0,0.0,0.0,490.9816666666666,0.0,1.17075,1.0662,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,109,1.16505,6000.0,0.0,0.0,0.0,481.3912266666666,9719.585674074075,10254.464814814815,0.0,0.05191,481.3912266666666,0.0,1.16505,1.1465,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,110,1.12325,6000.0,0.0,0.0,0.0,489.0128083333333,9176.23810925926,9719.585674074075,0.0,0.0,489.0128083333333,0.0,1.12325,1.1653,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,111,1.1494,6000.0,0.0,0.0,0.0,484.7216666666667,8637.65847962963,9176.23810925926,0.0,0.0,484.7216666666667,0.0,1.1494,1.1644,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,112,1.1214499999999998,6000.0,0.0,93.2380699999992,0.0,379.950285833334,8215.49149537037,8637.65847962963,93.2380699999992,0.003726666666666667,473.1883558333332,104.56183360149909,1.1214499999999998,1.1265,105.0326858549991,optimal,optimal,1.00000761449337e-07
2025-02-01,113,1.1859250000000001,6000.0,0.0,0.0,0.0,455.6593666666666,7709.203310185185,8215.49149537037,0.0,0.0,455.6593666666666,0.0,1.1859250000000001,1.1134,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,114,1.3226,6000.0,0.0,0.0,0.0,490.1879166666667,7164.550069444444,7709.203310185185,0.0,0.0,490.1879166666667,0.0,1.3226,1.1312,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,115,1.34435,6000.0,0.0,0.0,0.0,466.39109583333334,6646.33774074074,7164.550069444444,0.0,0.0002666666666666667,466.39109583333334,0.0,1.34435,1.1292,0.0,optimal,optimal,1.00000761449337e-07
2025-02-01,116,1.341125,6000.0,0.0,0.0,0.0,491.35010833333337,6100.393175925925,6646.33774074074,0.0,0.0,491.35010833333337,0.0,1.341125,1.133,0.0,optimal,optimal,1.00000761449337e-07
