date,update_time,slot,old_forecast_kwh,new_raw_forecast_kwh,updated_forecast_kwh,confidence_rho,historical_error_old,historical_error_new
2025-03-20,00:00,78,1057.1122166666667,1057.1122166666667,1057.1122166666667,1.0,0.0,0.0
2025-03-20,00:00,79,1044.4610722222224,1044.4610722222224,1044.4610722222224,1.0,0.0,0.0
2025-03-20,00:00,80,1031.8099277777778,1031.8099277777778,1031.8099277777778,1.0,0.0,0.0
2025-03-20,00:00,81,1019.1587833333333,1019.1587833333333,1019.1587833333333,1.0,0.0,0.0
2025-03-20,00:00,82,1006.5076388888889,1006.5076388888889,1006.5076388888889,1.0,0.0,0.0
2025-03-20,00:00,83,993.8564944444445,993.8564944444445,993.8564944444445,1.0,0.0,0.0
2025-03-20,00:00,84,981.20535,981.20535,981.20535,1.0,0.0,0.0
2025-03-20,00:00,85,926.00875,926.00875,926.00875,1.0,0.0,0.0
2025-03-20,00:00,86,870.81215,870.81215,870.81215,1.0,0.0,0.0
2025-03-20,00:00,87,815.61555,815.61555,815.61555,1.0,0.0,0.0
2025-03-20,00:00,88,760.4189499999999,760.4189499999999,760.4189499999999,1.0,0.0,0.0
2025-03-20,00:00,89,705.22235,705.22235,705.22235,1.0,0.0,0.0
2025-03-20,00:00,90,650.02575,650.02575,650.02575,1.0,0.0,0.0
2025-03-20,00:00,91,607.0601166666667,607.0601166666667,607.0601166666667,1.0,0.0,0.0
2025-03-20,00:00,92,564.0944833333333,564.0944833333333,564.0944833333333,1.0,0.0,0.0
2025-03-20,00:00,93,521.12885,521.12885,521.12885,1.0,0.0,0.0
2025-03-20,00:00,94,478.16321666666664,478.16321666666664,478.16321666666664,1.0,0.0,0.0
2025-03-20,00:00,95,435.19758333333334,435.19758333333334,435.19758333333334,1.0,0.0,0.0
2025-03-20,00:00,96,392.23195,392.23195,392.23195,1.0,0.0,0.0
2025-03-20,00:00,97,361.56933611111117,361.56933611111117,361.56933611111117,1.0,0.0,0.0
2025-03-20,00:00,98,330.90672222222224,330.90672222222224,330.90672222222224,1.0,0.0,0.0
2025-03-20,00:00,99,300.2441083333333,300.2441083333333,300.2441083333333,1.0,0.0,0.0
2025-03-20,00:00,100,269.58149444444444,269.58149444444444,269.58149444444444,1.0,0.0,0.0
2025-03-20,00:00,101,238.9188805555556,238.9188805555556,238.9188805555556,1.0,0.0,0.0
2025-03-20,00:00,102,208.25626666666668,208.25626666666668,208.25626666666668,1.0,0.0,0.0
2025-03-20,00:00,103,173.54688888888887,173.54688888888887,173.54688888888887,1.0,0.0,0.0
2025-03-20,00:00,104,138.83751111111113,138.83751111111113,138.83751111111113,1.0,0.0,0.0
2025-03-20,00:00,105,104.12813333333334,104.12813333333334,104.12813333333334,1.0,0.0,0.0
2025-03-20,00:00,106,69.41875555555556,69.41875555555556,69.41875555555556,1.0,0.0,0.0
2025-03-20,00:00,107,34.70937777777779,34.70937777777779,34.70937777777779,1.0,0.0,0.0
2025-03-20,00:00,108,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,109,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,110,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,111,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,112,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,113,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,114,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,115,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,116,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,117,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,118,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,119,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,120,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,121,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,122,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,123,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,124,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,125,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,126,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,127,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,128,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,129,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,130,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,131,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,132,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,133,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,134,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,135,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,136,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,137,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,138,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,139,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,140,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,141,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,142,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,143,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,00:00,144,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-20,06:00,37,48.45720277777778,47.98578055555556,48.19627973765087,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,38,96.91440555555556,95.97156111111111,96.39255947530174,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,39,145.3716083333333,143.95734166666665,144.5888392129526,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,40,193.82881111111112,191.94312222222223,192.78511895060348,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,41,242.28601388888887,239.92890277777775,240.98139868825433,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,42,290.7432166666666,287.9146833333333,289.1776784259052,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,43,347.83453888888886,338.9433388888889,342.9134324475324,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,44,404.9258611111111,389.9719944444444,396.6491864691596,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,45,462.0171833333334,441.00064999999995,450.3849404907868,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,46,519.1085055555556,492.02930555555554,504.120694512414,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,47,576.1998277777777,543.0579611111111,557.8564485340412,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,48,633.29115,594.0866166666666,611.5922025556683,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,49,681.7142777777777,646.8532861111111,662.4193962496479,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,50,730.1374055555555,699.6199555555555,713.2465899436274,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,51,778.5605333333333,752.3866250000001,764.0737836376072,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,52,826.9836611111111,805.1532944444444,814.9009773315868,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,53,875.406788888889,857.9199638888888,865.7281710255663,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,54,923.8299166666667,910.6866333333334,916.5553647195459,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,55,973.6439583333333,947.1895444444444,959.001954262913,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,56,1023.4580000000001,983.6924555555556,1001.4485438062802,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,57,1073.2720416666666,1020.1953666666666,1043.895133349647,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,58,1123.0860833333331,1056.6982777777775,1086.341722893014,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,59,1172.900125,1093.2011888888887,1128.7883124363811,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,60,1222.7141666666666,1129.7041,1171.2349019797484,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,61,1248.0948722222222,1157.7260749999998,1198.077498852158,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,62,1273.4755777777777,1185.74805,1224.9200957245675,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,63,1298.8562833333333,1213.7700249999998,1251.7626925969773,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,64,1324.2369888888888,1241.792,1278.6052894693871,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,65,1349.6176944444444,1269.813975,1305.4478863417967,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,66,1374.9984,1297.83595,1332.2904832142065,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,67,1363.8025499999999,1315.6730972222222,1337.1638330569906,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,68,1352.6067,1333.5102444444444,1342.037182899775,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,69,1341.41085,1351.3473916666667,1346.910532742559,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,70,1330.215,1369.184538888889,1351.7838825853432,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,71,1319.01915,1387.0216861111112,1356.6572324281274,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,72,1307.8233,1404.8588333333332,1361.5305822709115,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,73,1266.0381194444444,1411.0203944444443,1346.282991608496,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,74,1224.2529388888888,1417.1819555555553,1331.0354009460807,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,75,1182.4677583333332,1423.3435166666663,1315.7878102836653,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,76,1140.6825777777776,1429.5050777777778,1300.5402196212501,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,77,1098.8973972222223,1435.6666388888889,1285.2926289588347,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,78,1057.1122166666667,1441.8282,1270.0450382964193,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,79,1044.4610722222224,1415.2061194444443,1249.661252173892,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,80,1031.8099277777778,1388.5840388888887,1229.277466051365,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,81,1019.1587833333333,1361.9619583333333,1208.893679928838,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,82,1006.5076388888889,1335.3398777777777,1188.5098938063109,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,83,993.8564944444445,1308.717797222222,1168.1261076837836,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,84,981.20535,1282.0957166666667,1147.7423215612566,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,85,926.00875,1225.3100916666667,1091.666227098982,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,86,870.81215,1168.5244666666667,1035.5901326367073,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,87,815.61555,1111.7388416666665,979.5140381744326,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,88,760.4189499999999,1054.9532166666668,923.4379437121581,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,89,705.22235,998.1675916666666,867.3618492498833,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,90,650.02575,941.3819666666666,811.2857547876087,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,91,607.0601166666667,880.929411111111,758.6414497803418,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,92,564.0944833333333,820.4768555555556,705.9971447730751,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,93,521.12885,760.0243,653.3528397658083,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,94,478.16321666666664,699.5717444444444,600.7085347585414,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,95,435.19758333333334,639.1191888888889,548.0642297512745,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,96,392.23195,578.6666333333333,495.4199247440077,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,97,361.56933611111117,525.2780805555556,452.1789452518275,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,98,330.90672222222224,471.88952777777774,408.9379657596471,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,99,300.2441083333333,418.500975,365.69698626746674,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,100,269.58149444444444,365.1124222222222,322.4560067752865,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,101,238.9188805555556,311.7238694444444,279.2150272831061,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,102,208.25626666666668,258.33531666666664,235.9740477909258,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,103,173.54688888888887,215.27943055555556,196.6450398257715,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,104,138.83751111111113,172.22354444444446,157.31603186061724,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,105,104.12813333333334,129.16765833333332,117.9870238954629,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,106,69.41875555555556,86.11177222222223,78.65801593030862,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,107,34.70937777777779,43.05588611111109,39.3290079651543,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,108,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,109,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,110,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,111,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,112,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,113,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,114,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,115,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,116,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,117,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,118,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,119,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,120,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,121,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,122,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,123,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,124,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,125,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,126,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,127,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,128,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,129,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,130,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,131,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,132,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,133,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,134,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,135,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,136,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,137,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,138,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,139,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,140,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,141,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,142,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,143,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,06:00,144,0.0,0.0,0.0,0.5534805697044803,0.07814425689698573,0.06304273340530774
2025-03-20,12:00,73,1346.282991608496,1297.6136861111108,1314.503816414912,0.6529613453245442,0.06415672469214678,0.03409828242627885
2025-03-20,12:00,74,1331.0354009460807,1292.152372222222,1305.646286200257,0.6529613453245442,0.06415672469214678,0.03409828242627885
2025-03-20,12:00,75,1315.7878102836653,1286.691058333333,1296.7887559856017,0.6529613453245442,0.06415672469214678,0.03409828242627885
2025-03-20,12:00,76,1300.5402196212501,1281.2297444444443,1287.9312257709469,0.6529613453245442,0.06415672469214678,0.03409828242627885
2025-03-20,12:00,77,1285.2926289588347,1275.7684305555554,1279.0736955562916,0.6529613453245442,0.06415672469214678,0.03409828242627885
2025-03-20,12:00,78,1270.0450382964193,1270.3071166666666,1270.2161653416365,0.6529613453245442,0.06415672469214678,0.03409828242627885
2025-03-20,12:00,79,1249.661252173892,1249.9275333333333,1249.8351234779952,0.6529613453245442,0.06415672469214678,0.03409828242627885
2025-03-20,12:00,80,1229.277466051365,1229.54795,1229.4540816143544,0.6529613453245442,0.06415672469214678,0.03409828242627885
2025-03-20,12:00,81,1208.893679928838,1209.1683666666668,1209.0730397507136,0.6529613453245442,0.06415672469214678,0.03409828242627885
2025-03-20,12:00,82,1188.5098938063109,1188.7887833333334,1188.6919978870724,0.6529613453245442,0.06415672469214678,0.03409828242627885
2025-03-20,12:00,83,1168.1261076837836,1168.4092,1168.3109560234313,0.6529613453245442,0.06415672469214678,0.03409828242627885
2025-03-20,12:00,84,1147.7423215612566,1148.0296166666667,1147.9299141597903,0.6529613453245442,0.06415672469214678,0.03409828242627885
2025-03-20,12:00,85,1091.666227098982,1101.2780416666667,1097.9423704701076,0.6529613453245442,0.06415672469214678,0.03409828242627885
2025-03-20,12:00,86,1035.5901326367073,1054.5264666666667,1047.9548267804246,0.6529613453245442,0.06415672469214678,0.03409828242627885
2025-03-20,12:00,87,979.5140381744326,1007.7748916666666,997.9672830907415,0.6529613453245442,0.06415672469214678,0.03409828242627885
2025-03-20,12:00,88,923.4379437121581,961.0233166666667,947.9797394010589,0.6529613453245442,0.06415672469214678,0.03409828242627885
2025-03-20,12:00,89,867.3618492498833,914.2717416666667,897.9921957113759,0.6529613453245442,0.06415672469214678,0.03409828242627885
2025-03-20,12:00,90,811.2857547876087,867.5201666666667,848.0046520216929,0.6529613453245442,0.06415672469214678,0.03409828242627885
2025-03-20,12:00,91,758.6414497803418,813.4041944444444,794.3994052098788,0.6529613453245442,0.06415672469214678,0.03409828242627885
