datetime,source_date,source_time,price_yuan_per_kwh
2025-01-03 00:50:00,2025-01-03,00:50:00,0.389
2025-01-03 01:00:00,2025-01-03,01:00:00,0.3604
2025-01-03 01:10:00,2025-01-03,01:10:00,0.33
2025-01-03 01:20:00,2025-01-03,01:20:00,0.3201
2025-01-03 01:30:00,2025-01-03,01:30:00,0.3449
2025-01-03 01:40:00,2025-01-03,01:40:00,0.3981
2025-01-03 01:50:00,2025-01-03,01:50:00,0.4209
2025-01-03 02:00:00,2025-01-03,02:00:00,0.3978
2025-01-03 02:10:00,2025-01-03,02:10:00,0.3609
2025-01-03 02:20:00,2025-01-03,02:20:00,0.3095
2025-01-03 02:30:00,2025-01-03,02:30:00,0.297
2025-01-03 02:40:00,2025-01-03,02:40:00,0.3844
2025-01-03 02:50:00,2025-01-03,02:50:00,0.4193
2025-01-03 03:00:00,2025-01-03,03:00:00,0.3772
2025-01-03 03:10:00,2025-01-03,03:10:00,0.3799
2025-01-03 03:20:00,2025-01-03,03:20:00,0.4092
2025-01-03 03:30:00,2025-01-03,03:30:00,0.4294
2025-01-03 03:40:00,2025-01-03,03:40:00,0.4309
2025-01-03 03:50:00,2025-01-03,03:50:00,0.4294
2025-01-03 04:00:00,2025-01-03,04:00:00,0.4312
2025-01-03 04:10:00,2025-01-03,04:10:00,0.4266
2025-01-03 04:20:00,2025-01-03,04:20:00,0.4067
2025-01-03 04:30:00,2025-01-03,04:30:00,0.3821
2025-01-03 04:40:00,2025-01-03,04:40:00,0.3764
2025-01-03 04:50:00,2025-01-03,04:50:00,0.391
2025-01-03 05:00:00,2025-01-03,05:00:00,0.4065
2025-01-03 05:10:00,2025-01-03,05:10:00,0.4053
2025-01-03 05:20:00,2025-01-03,05:20:00,0.432
2025-01-03 05:30:00,2025-01-03,05:30:00,0.4612
2025-01-03 05:40:00,2025-01-03,05:40:00,0.4479
2025-01-03 05:50:00,2025-01-03,05:50:00,0.5953
2025-01-03 06:00:00,2025-01-03,06:00:00,0.8394
2025-01-03 06:10:00,2025-01-03,06:10:00,0.8855
2025-01-03 06:20:00,2025-01-03,06:20:00,0.8344
2025-01-03 06:30:00,2025-01-03,06:30:00,0.801
2025-01-03 06:40:00,2025-01-03,06:40:00,0.8053
2025-01-03 06:50:00,2025-01-03,06:50:00,0.8421
2025-01-03 07:00:00,2025-01-03,07:00:00,0.8647
2025-01-03 07:10:00,2025-01-03,07:10:00,0.8348
2025-01-03 07:20:00,2025-01-03,07:20:00,0.8811
2025-01-03 07:30:00,2025-01-03,07:30:00,0.9268
2025-01-03 07:40:00,2025-01-03,07:40:00,0.7983
2025-01-03 07:50:00,2025-01-03,07:50:00,0.9003
2025-01-03 08:00:00,2025-01-03,08:00:00,1.1821
2025-01-03 08:10:00,2025-01-03,08:10:00,1.1654
2025-01-03 08:20:00,2025-01-03,08:20:00,1.0647
2025-01-03 08:30:00,2025-01-03,08:30:00,1.034
2025-01-03 08:40:00,2025-01-03,08:40:00,1.0118
2025-01-03 08:50:00,2025-01-03,08:50:00,1.032
2025-01-03 09:00:00,2025-01-03,09:00:00,1.0652
2025-01-03 09:10:00,2025-01-03,09:10:00,1.0285
2025-01-03 09:20:00,2025-01-03,09:20:00,0.9814
2025-01-03 09:30:00,2025-01-03,09:30:00,0.9601
2025-01-03 09:40:00,2025-01-03,09:40:00,0.9565
2025-01-03 09:50:00,2025-01-03,09:50:00,1.0177
2025-01-03 10:00:00,2025-01-03,10:00:00,1.0918
2025-01-03 10:10:00,2025-01-03,10:10:00,1.0725
2025-01-03 10:20:00,2025-01-03,10:20:00,1.0839
2025-01-03 10:30:00,2025-01-03,10:30:00,1.1421
2025-01-03 10:40:00,2025-01-03,10:40:00,1.1022
2025-01-03 10:50:00,2025-01-03,10:50:00,0.8505
2025-01-03 11:00:00,2025-01-03,11:00:00,0.5512
2025-01-03 11:10:00,2025-01-03,11:10:00,0.5128
2025-01-03 11:20:00,2025-01-03,11:20:00,0.5524
2025-01-03 11:30:00,2025-01-03,11:30:00,0.5338
2025-01-03 11:40:00,2025-01-03,11:40:00,0.485
2025-01-03 11:50:00,2025-01-03,11:50:00,0.4077
2025-01-03 12:00:00,2025-01-03,12:00:00,0.3623
2025-01-03 12:10:00,2025-01-03,12:10:00,0.4249
2025-01-03 12:20:00,2025-01-03,12:20:00,0.4701
2025-01-03 12:30:00,2025-01-03,12:30:00,0.4408
2025-01-03 12:40:00,2025-01-03,12:40:00,0.4295
2025-01-03 12:50:00,2025-01-03,12:50:00,0.6314
2025-01-03 13:00:00,2025-01-03,13:00:00,0.9
2025-01-03 13:10:00,2025-01-03,13:10:00,0.8765
2025-01-03 13:20:00,2025-01-03,13:20:00,0.8044
2025-01-03 13:30:00,2025-01-03,13:30:00,0.7991
2025-01-03 13:40:00,2025-01-03,13:40:00,0.7672
2025-01-03 13:50:00,2025-01-03,13:50:00,0.8981
2025-01-03 14:00:00,2025-01-03,14:00:00,1.1161
2025-01-03 14:10:00,2025-01-03,14:10:00,1.1201
2025-01-03 14:20:00,2025-01-03,14:20:00,1.0592
2025-01-03 14:30:00,2025-01-03,14:30:00,1.0922
2025-01-03 14:40:00,2025-01-03,14:40:00,1.1903
2025-01-03 14:50:00,2025-01-03,14:50:00,1.0195
2025-01-03 15:00:00,2025-01-03,15:00:00,0.6815
2025-01-03 15:10:00,2025-01-03,15:10:00,0.63
2025-01-03 15:20:00,2025-01-03,15:20:00,0.6917
2025-01-03 15:30:00,2025-01-03,15:30:00,0.7013
2025-01-03 15:40:00,2025-01-03,15:40:00,0.679
2025-01-03 15:50:00,2025-01-03,15:50:00,0.7045
2025-01-03 16:00:00,2025-01-03,16:00:00,0.7784
2025-01-03 16:10:00,2025-01-03,16:10:00,0.8201
2025-01-03 16:20:00,2025-01-03,16:20:00,0.7953
2025-01-03 16:30:00,2025-01-03,16:30:00,0.7609
2025-01-03 16:40:00,2025-01-03,16:40:00,0.806
2025-01-03 16:50:00,2025-01-03,16:50:00,0.8384
2025-01-03 17:00:00,2025-01-03,17:00:00,0.8291
2025-01-03 17:10:00,2025-01-03,17:10:00,0.8362
2025-01-03 17:20:00,2025-01-03,17:20:00,0.8309
2025-01-03 17:30:00,2025-01-03,17:30:00,0.7971
2025-01-03 17:40:00,2025-01-03,17:40:00,0.7805
2025-01-03 17:50:00,2025-01-03,17:50:00,0.9189
2025-01-03 18:00:00,2025-01-03,18:00:00,1.1145
2025-01-03 18:10:00,2025-01-03,18:10:00,1.1198
2025-01-03 18:20:00,2025-01-03,18:20:00,1.1147
2025-01-03 18:30:00,2025-01-03,18:30:00,1.1493
2025-01-03 18:40:00,2025-01-03,18:40:00,1.1135
2025-01-03 18:50:00,2025-01-03,18:50:00,1.1986
2025-01-03 19:00:00,2025-01-03,19:00:00,1.3715
2025-01-03 19:10:00,2025-01-03,19:10:00,1.385
2025-01-03 19:20:00,2025-01-03,19:20:00,1.3439
2025-01-03 19:30:00,2025-01-03,19:30:00,1.3433
2025-01-03 19:40:00,2025-01-03,19:40:00,1.3698
2025-01-03 19:50:00,2025-01-03,19:50:00,1.3803
2025-01-03 20:00:00,2025-01-03,20:00:00,1.3698
2025-01-03 20:10:00,2025-01-03,20:10:00,1.366
2025-01-03 20:20:00,2025-01-03,20:20:00,1.3515
2025-01-03 20:30:00,2025-01-03,20:30:00,1.3654
2025-01-03 20:40:00,2025-01-03,20:40:00,1.4264
2025-01-03 20:50:00,2025-01-03,20:50:00,1.2185
2025-01-03 21:00:00,2025-01-03,21:00:00,0.8499
2025-01-03 21:10:00,2025-01-03,21:10:00,0.7696
2025-01-03 21:20:00,2025-01-03,21:20:00,0.772
2025-01-03 21:30:00,2025-01-03,21:30:00,0.7545
2025-01-03 21:40:00,2025-01-03,21:40:00,0.7962
2025-01-03 21:50:00,2025-01-03,21:50:00,0.6343
2025-01-03 22:00:00,2025-01-03,22:00:00,0.3392
2025-01-03 22:10:00,2025-01-03,22:10:00,0.2766
2025-01-03 22:20:00,2025-01-03,22:20:00,0.3116
2025-01-03 22:30:00,2025-01-03,22:30:00,0.3267
2025-01-03 22:40:00,2025-01-03,22:40:00,0.3398
2025-01-03 22:50:00,2025-01-03,22:50:00,0.3237
2025-01-03 23:00:00,2025-01-03,23:00:00,0.3064
2025-01-03 23:10:00,2025-01-03,23:10:00,0.3462
2025-01-03 23:20:00,2025-01-03,23:20:00,0.3545
2025-01-03 23:30:00,2025-01-03,23:30:00,0.3201
2025-01-03 23:40:00,2025-01-03,23:40:00,0.3247
2025-01-03 23:50:00,2025-01-03,23:50:00,0.3604
2025-01-04 00:00:00,2025-01-03,0:00+1,0.3819
2025-01-04 00:10:00,2025-01-04,00:10:00,0.354
2025-01-04 00:20:00,2025-01-04,00:20:00,0.3341
2025-01-04 00:30:00,2025-01-04,00:30:00,0.3393
2025-01-04 00:40:00,2025-01-04,00:40:00,0.3378
2025-01-04 00:50:00,2025-01-04,00:50:00,0.356
2025-01-04 01:00:00,2025-01-04,01:00:00,0.3746
2025-01-04 01:10:00,2025-01-04,01:10:00,0.3457
2025-01-04 01:20:00,2025-01-04,01:20:00,0.3459
2025-01-04 01:30:00,2025-01-04,01:30:00,0.3709
2025-01-04 01:40:00,2025-01-04,01:40:00,0.3401
2025-01-04 01:50:00,2025-01-04,01:50:00,0.3175
2025-01-04 02:00:00,2025-01-04,02:00:00,0.3397
2025-01-04 02:10:00,2025-01-04,02:10:00,0.3761
2025-01-04 02:20:00,2025-01-04,02:20:00,0.391
2025-01-04 02:30:00,2025-01-04,02:30:00,0.3888
2025-01-04 02:40:00,2025-01-04,02:40:00,0.3997
2025-01-04 02:50:00,2025-01-04,02:50:00,0.3982
2025-01-04 03:00:00,2025-01-04,03:00:00,0.4058
2025-01-04 03:10:00,2025-01-04,03:10:00,0.4657
